transaction_id,timestamp,amount,merchant_category,location,is_international,transaction_frequency_24h,is_fraud
E00001,2025-09-19 12:28,21.40714293727526,asset_management,Jakarta,0,1,0
E00002,2025-09-19 12:53,20.633230693342465,investment,Jakarta,0,3,0
E00003,2025-09-19 13:40,21.63619610157,asset_management,Jakarta,0,1,0
E00004,2025-09-19 14:38,21.633674033385923,luxury_goods,Jakarta,0,3,0
E00005,2025-09-19 14:56,20.127852835928174,investment,Singapore,1,2,0
E00006,2025-09-19 15:27,20.7130527302707,investment,Jakarta,0,1,0
E00007,2025-09-19 16:26,21.4594481522641,investment,Jakarta,0,2,0
E00008,2025-09-19 17:02,21.251232606465408,investment,Jakarta,0,1,0
E00009,2025-09-19 17:34,21.145399761207653,investment,Jakarta,0,3,0
E00010,2025-09-19 18:15,21.008737147714424,asset_management,Jakarta,0,1,0
E00011,2025-09-19 18:48,21.101226519102916,luxury_goods,Jakarta,0,2,0
E00012,2025-09-19 19:23,21.297129589136055,luxury_goods,Jakarta,0,1,0
E00013,2025-09-19 20:05,20.2573299296905,investment,Jakarta,0,2,0
E00014,2025-09-19 20:24,21.237769887198706,investment,Jakarta,0,2,0
E00015,2025-09-19 21:10,20.663165230747307,investment,Jakarta,0,1,0
E00016,2025-09-19 22:01,21.453698655763127,investment,Jakarta,0,3,0
E00017,2025-09-19 23:00,20.607639138348286,asset_management,Jakarta,0,1,0
E00018,2025-09-19 23:48,20.27979638756465,investment,Singapore,1,1,0
E00019,2025-09-20 00:47,21.03768989984677,investment,Jakarta,0,2,0
E00020,2025-09-20 01:23,21.04624179283,asset_management,Jakarta,0,1,0
E00021,2025-09-20 01:54,21.1531694974069,asset_management,Jakarta,0,2,0
E00022,2025-09-20 02:39,21.52082149111594,luxury_goods,Jakarta,0,3,0
E00023,2025-09-20 02:56,21.36495966978464,investment,Jakarta,0,1,0
E00024,2025-09-20 03:27,20.92663419036425,luxury_goods,Jakarta,0,2,0
E00025,2025-09-20 04:23,21.39275189799404,investment,Jakarta,0,1,0
E00026,2025-09-20 04:33,21.133769968490814,investment,Jakarta,0,1,0
E00027,2025-09-20 04:49,20.66936026722093,investment,Singapore,1,1,0
E00028,2025-09-20 05:32,20.11290943634044,asset_management,Jakarta,0,1,0
E00029,2025-09-20 06:10,20.045982182659866,investment,Singapore,1,2,0
E00030,2025-09-20 06:59,20.670231861083092,asset_management,Singapore,1,3,0
E00031,2025-09-20 07:17,21.483214022140587,investment,Jakarta,0,3,0
E00032,2025-09-20 07:48,21.07905756106132,luxury_goods,Jakarta,0,1,0
E00033,2025-09-20 08:16,21.06224171612311,investment,Jakarta,0,3,0
E00034,2025-09-20 09:14,20.984041342311965,asset_management,Jakarta,0,2,0
E00035,2025-09-20 09:51,20.73513448210313,luxury_goods,Singapore,1,2,0
E00036,2025-09-20 10:07,21.380428135480113,asset_management,Jakarta,0,3,0
E00037,2025-09-20 10:52,20.079919414495684,luxury_goods,Jakarta,0,2,0
